,0,1,2,3,4,5,6,7
67,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198
68,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
69,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463
70,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408
71,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.077133745,0.093146972,1.481890202
72,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394
73,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.271254301,0.041237976,1.621249199
74,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71956
75,3.956,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,1.95812
76,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2.004448891
77,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.285670817,0.116793513,1.879567385
78,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82596
79,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076
80,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.010164657,0.011865643,2.228440523
81,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.183468893,0.115460448,1.789646149
82,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.360941947,0.324489564,1.734703541
83,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137
84,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676
85,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.043785378,0.076046787,1.322916269
86,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115
87,5.268,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233,2.89319
88,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817
89,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984
90,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.385922968,0.068105951,1.042941093
91,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882
92,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.172668487,0.25704217,1.656149387
93,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,2.039508343
94,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343
95,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418
96,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735
97,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.330082655,0.0852421,2.801757336
98,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,1.764938593
99,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,2.616068125
100,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.128631443,0.114381365,1.702161074
101,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852
102,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
103,3.678,0.0785,0.0,0.06699,0.48879,0.08289,0.23835,2.7223
104,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559
105,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295
106,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586
107,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
108,3.808000088,0.521021247,1.190095186,0.0,0.390661299,0.157497272,0.11909464,1.42983532
109,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.838075161,0.188816205,1.115290403
110,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712
111,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142
112,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042
113,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918
114,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.054008815,0.251666635,1.500137806
115,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.394096166,0.072975546,1.891241074
116,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.35168
117,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373
118,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
119,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,2.11032
120,4.28000021,0.092102349,1.229023457,0.191407025,0.235961348,0.246455833,0.060241356,2.224958658
121,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.33846423,0.032902289,1.111292362
122,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.245482773,0.382611543,2.430181503
123,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135
124,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584
125,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,2.11399
126,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.150112465,0.140134647,2.290352583
127,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
128,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.189143494,0.095375381,1.597970247
129,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.9757
130,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.136544481,0.024210852,2.097776651
131,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.256923944,0.02533637,1.577867508
132,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988
133,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531
134,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.611704588,0.015317135,1.429476976
135,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.20123747,0.130061775,1.844964266
136,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929
137,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087
138,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.246528223,1.816913605
139,5.151000023,0.022643184,0.721151352,0.113989137,0.602126956,0.291631311,0.282410324,3.11748457
140,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2.714593887
141,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978
142,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
143,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032
144,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
145,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.230947196,0.026121566,2.365390539
146,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635
147,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142
148,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,1.797722816
149,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2.41484
150,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335
151,3.795000076,0.85842818,1.10441196,0.049868666,0.0,0.09792649,0.069720335,1.614482403
152,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029
153,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.210556939,0.070983924,2.307199955
154,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395
155,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744
156,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296
157,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.196896151,0.095665015,1.837229252
158,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,1.6944
159,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
160,4.252,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071
161,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325
162,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129
163,7.498,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465
164,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
165,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,2.893891096
166,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.199637264,0.107215755,1.318907261
167,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427
168,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.201870024,0.136957005,1.651637316
169,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.28717047,0.072711654,2.081786156
170,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873
171,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.133519918,0.004387901,2.176831484
172,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.354256362,0.066035107,0.621130466
173,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
174,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.493663728,0.151347131,1.061573505
175,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.236188874,0.073345453,2.065811157
176,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681
177,7.2,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2.5332
178,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263
179,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743
180,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769
181,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927
182,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.88501
183,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.264450759,0.03751383,1.695073843
184,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.427858323,0.298388153,1.773869038
185,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.250864685,0.120328106,1.727212906
186,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,3.26001
187,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.045128979,1.313317299
188,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.252756029,0.455220014,0.540061235
189,4.033,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939
190,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663
191,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
192,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.129762307,0.172502428,2.005954742
193,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184
194,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485
195,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864
196,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.474054545,0.17338039,1.140184402
197,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031
198,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895
199,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198
200,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
201,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586
202,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682
203,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801
204,4.874,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34759
205,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2.21126
206,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877
207,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573
208,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551
209,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
210,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414
211,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
212,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931
213,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513
214,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394
215,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374
216,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.207948461,0.060929015,1.885630965
217,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.13936238,0.072509497,1.510908604
218,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125
219,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639
220,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565
221,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319
222,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.069436647,0.14609611,2.567603827
223,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405
224,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
225,6.786,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
226,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816
227,5.163,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,2.48406
228,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.836
229,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375
230,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171
0,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.078401662,0.036636937,1.716459274
1,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536
2,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991
3,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857
4,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094
5,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
6,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106
7,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117
8,6.421999931,1.433626533,1.384565353,0.793984234,0.361466587,0.258360475,0.063829236,2.126607418
9,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364
10,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459
11,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.113177694,0.011051531,0.996139288
12,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447
13,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484
14,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.225560725,0.060477726,2.443279028
15,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323
16,5.007,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933
17,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.228673846,0.138572946,1.873983383
18,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
19,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.201964423,0.119282886,1.784892559
20,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.500005126,0.382816702,2.046456337
21,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173
22,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.301674217,0.130687982,2.513930559
23,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638
24,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.201312944,0.039864216,1.490441561
25,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007
26,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723
27,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
28,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999
29,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.052263822,0.032962881,2.205607414
30,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681
31,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
32,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95637
33,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.155137509,0.156313822,1.723232985
34,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583
35,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553
36,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,1.89894
37,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284
38,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.104125209,0.056767423,1.345600605
39,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.100106589,2.898639202
40,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944
41,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227
42,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473
43,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2.43872
44,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.249580145,0.07821355,1.826705456
45,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931
46,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888
47,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489
48,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.325766057,0.057069719,1.526362658
49,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074
50,6.477,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737
51,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.31265074,0.165455714,2.015743732
52,4.138999939,0.659516692,1.21400857,0.290920824,0.014995855,0.182317451,0.08984752,1.68706584
53,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501,2.26425
54,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.266549885,0.038948249,1.673285961
55,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.290549278,0.367007285,2.276716232
56,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075
57,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998
58,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523
59,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073
60,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
61,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694
62,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766
63,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.46531
64,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367
65,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
66,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525
67,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.489203781,0.09987215,1.697167635
68,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.231538489,0.092226885,1.519117117
69,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.345965981,0.464307785,1.216362
70,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657
71,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991
72,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985
73,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
74,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,3.10709
75,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.197911024,0.088174194,1.729191542
76,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945
77,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223
78,5.44,0.0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772
79,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.206674367,0.063282669,1.880378008
80,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916
81,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859
82,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085
83,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.21611385,0.053581882,2.071238041
84,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,3.19131
85,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522
